Paraula,Definicio
temps,"['Fa referència a la descripció d’una sèrie d’elements meteorològics en un lloc i temps concrets. En català, com en altres llengües neollatines, un mateix mot serveix per a expressar dos conceptes essencialment distints: per una part, el que es refereix a la durada o a la successió dels fets; de l’altra, el de l’estat atmosfèric en un lloc i moment determinats descrits indicant el valor d’una sèrie d’elements meteorològics. Àdhuc en el llenguatge científic, no ha estat per ara possible sostreure’s a aquesta confusió de la parla vulgar. Faria certament un gran servei a la nostra llengua qui suggerís una manera, no forçada ni extravagant, de distingir aquells dos conceptes amb dos mots diferents, com es fa, per exemple, en els idiomes germànics i com es feia en el llatí clàssic.']"
temps meteorològic,['Temps.']
temps legal,"['Temps mitjà, adoptat per als usos civils, corresponent a un meridià designat per les disposicions legals. Sol diferir en menys de mitja hora del temps mitjà local. A l’Europa occidental, el temps legal és el temps mitjà civil del meridià de Greenwich. Per motius d’ordre administratiu, el temps legal és avançat, a vegades, una o dues hores en relació amb el de Greenwich; però les observacions meteorològiques solen continuar fent-se a l’«hora vella», a fi de no introduir pertorbacions en el sentit físic de les estadístiques o en la simultaneïtat de les observacions sinòptiques.']"
temps local,"['El que té per origen del dia el pas del Sol per l’antimeridià del lloc. Si és el pas del Sol ver el que es pren per guia, el temps és el que marquen els rellotges de sol i s’anomena temps local ver. Si és el Sol mitjà, el temps és el que marcaven els rellotges de màquina abans de l’establiment dels fusos horaris, o sia el temps local mitjà. Alguns aparells, com l’heliògraf de Campbell, han d’ésser orientats d’acord amb el temps local ver.']"
temps local ver,['Vegeu temps local.']
temps local mitjà,['Vegeu temps local.']
temps universal,"['El que té per origen del dia el pas del Sol mitjà per l’antimeridià de Greenwich. En la pràctica se’l designa amb les inicials TU, i és l’adoptat per a les efemèrides astronòmiques i per a moltes aplicacions científiques de caràcter internacional.']"
TU,['Sigla de temps universal.']
tendència,"['Variació respecte als valors mitjans de l’evolució temporal de determinades variables meteorològiques, principalment la temperatura, la precipitació i la pressió.']"
tendència baromètrica,['Variació de la pressió atmosfèrica en les tres hores que precedeixen a la d’observació.']
tensió de vapor,['Pressió exercida per un vapor.']
terbolesa,['Disminució de la transparència de l’atmosfera a causa de l’absorció i la difusió de la radiació per partícules en suspensió a l’aire que no formen part dels núvols.']
ascendència tèrmica,"['Corrent d’aire ascendent a una escala local, produïda per processos convectius.']"
tèrmica,['Ascendència tèrmica.']
termògraf,['Termòmetre inscriptor.']
termograma,['Registre continu de la temperatura obtingut amb un termògraf.']
termohigrògraf,['Instrument meteorològic que mesura i enregistra la temperatura de l’aire i la humitat relativa.']
termohigroscopi,['Instrument meteorològic que mesura el punt de rosada.']
termòmetre,['Instrument per a mesurar la temperatura.']
termòmetre d’aspiració,"['Termòmetre que mesura la temperatura de l’aire, sense necessitat d’utilitzar un abric meteorològic, que està proveït d’una protecció especial i té el sensor ventilat artificialment.']"
termòmetre de bola negra,"['Termòmetre de màxima, de mercuri, amb el dipòsit ennegrit exteriorment i tancat dins una bombolla de vidre de la qual s’ha extret l’aire. Exposat al sol, dona una «temperatura màxima al sol» molt difícil d’interpretar i per consegüent d’escàs valor científic.']"
termòmetre d’inversió,"['Termòmetre invertit de posició que marca la temperatura d’un lloc. És el generalment usat en l’exploració de les profunditats del mar. Es deixa baixar un pes (correu) pel fil que sosté el termòmetre quan aquest és a la profunditat desitjada, i inverteix l’instrument.']"
termòmetre de gas,['Termòmetre basat en la variació de la pressió o del volum d’un gas a causa de la variació de la seva temperatura.']
termòmetre de Galileu,"['Termòmetre format per un tub de vidre que conté un líquid transparent que varia la seva densitat segons la temperatura. A l’interior del tub hi ha una sèrie d’ampolletes o bulbs petits amb diferent quantitat d’aigua o alcohol, i una inscripció de la temperatura. La variació de temperatura del líquid del tub genera una major o menor flotabilitat dels bulbs, que van ascendint fins la part superior indicant-ne la temperatura del líquid, que coincideix amb la de l’aire que l’envolta. En augmentar la temperatura, la densitat de les bombolles es manté pràcticament constant, però no la del líquid, que disminueix apreciablement. Aquest canvi de densitat altera la flotabilitat de les bombolles. La posició de la bombolla que presenti flotabilitat neutra indica la temperatura.']"
termòmetre de líquid,['Termòmetre basat en la variació del volum d’un líquid i del recipient que el conté a causa de la variació de les seves temperatures.']
termòmetre de màxima,['Termòmetre que mesura la temperatura màxima.']
termòmetre de màxima i de mínima,['Termòmetre que mesura la temperatura màxima i la temperatura mínima.']
termòmetre de mínima,['Termòmetre que mesura la temperatura mínima.']
termòmetre elèctric,['Termòmetre basat en la variació de les propietats elèctriques del sensor a causa de la variació de la seva temperatura.']
termòmetre humit,"['Termòmetre que té el sensor sotmès a un estat continu d’humitat. Dels dos termòmetres que conformen l’higròmetre, és el que té un dipòsit recobert d’una gasa permanentment mullada, gràcies al seu contacte amb un flascó d’aigua integrat en l’higròmetre.']"
termòmetre sec,['Termòmetre que té el sensor sec.']
termòmetre de radiació solar,['Termòmetre de bola negra.']
termòmetre de resistència,['Aparell per a mesurar la temperatura per la variació de la resistència elèctrica d’un fil metàl·lic.']
termòmetre diferencial,"['Termòmetre format per dos dipòsits de vidre plens d’aire i units per un tub estret on hi ha una certa quantitat de mercuri. La diferència de temperatura entre els dos dipòsits és indicada pels moviments del mercuri dins el tub. El termòmetre diferencial és usat en alguns països, sobretot als Estats Units, per a mesurar la durada de la insolació. Amb aquest objecte, un dels dipòsits d’aire és recobert de fum d’estampa, i sota l’acció de la radiació solar s’escalfa més que l’altre. El mercuri, en el seu moviment, obre o tanca un circuit elèctric del qual formen part dos elèctrodes que penetren dins el tub, una pila i un galvanoscopi inscriptor.']"
termòmetre enterrat,"['Termòmetre que té el dipòsit a certa profunditat dins la terra, i que serveix per a mesurar-ne la temperatura.']"
termòmetre-fona,"['Termòmetre lligat pel capdamunt a l’extrem d’un cordill, al qual es donen voltes com a una fona, a fi de procurar-li una abundant ventilació. S’usa allí on no es té abric termomètric. A vegades, en lloc del cordill, va muntat en una planxeta de fusta que es fa girar al voltant d’un mànec, com un xerrac.']"
termopausa,"['Límit superior de la termosfera, cap a uns 500 km d’altitud.']"
termoscopi,['Instrument meteorològic que permet mesurar els petits canvis en la temperatura de l’aire.']
termosfera,"['Capa esfèrica de l’atmosfera, per sobre de la mesopausa, en la qual la temperatura de l’aire creix amb l’altitud. S’estén des dels 80-120 km fins als 500-1.000 km.']"
terral,"['Vent costaner nocturn o de matinada, que bufa de terra cap a mar durant les hores que la temperatura del mar és superior a la de la terra. Se’l sent particularment fort davant de les afraus (vent d’afrau).']"
terratrèmol,['Tremolor de terra causat per l’alliberament sobtat d’energia acumulada per les forces que impulsen les plaques tectòniques.']
terreny cobert de neu,['Fa referència a quan s’observa la meitat de la superfície del sòl coberta de neu.']
testimoni del clima,"['Persona que mitjançant la seva vivència és conscient de les modificacions que el canvi climàtic està produint en els àmbits cultural, social i ambiental de la seva vida. Sobretot fa referència a les persones nascudes entre el 1940 i el 1975, època en què les anomalies de la temperatura mitjana planetària eren nul·les respecte del període de referència 1961-1990, i, per tant, van viure la infantesa i la joventut en una Terra no escalfada en comparació amb l’actual.']"
tetagrama,['Diagrama termodinàmic en el qual es representen la temperatura equivalent adiabàtica a les abscisses i la pressió atmosfèrica a les ordenades.']
tifó,['Nom amb el qual es designen els ciclons tropicals del mar de la Xina.']
tipus de temps,"['Cartes del temps, en particular cartes isobàriques, triades de manera que cadascuna representi una situació atmosfèrica ben caracteritzada i relacionada amb una previsió concreta del temps futur. La comparació de cada carta diària efectiva amb algun d’aquests tipus pot ajudar a la prognosi, sempre que es tinguin en compte les restants circumstàncies de la informació sinòptica.']"
topografia absoluta,['Mapa d’altitud corresponent a un mateix nivell de pressió i en el qual les línies isohipses indiquen l’altura geopotencial en què que se situa la superfície isobàrica en qüestió.']
topografia relativa,['Mapa d’altitud en què les línies isohipses mostren la diferència d’espessor entre dues superfícies isobàriques.']
mapa de topografia absoluta,['Topografia absoluta.']
mapa de topografia relativa,['Topografia relativa.']
torb,"['Ventada durant la qual els remolins del vent aixequen en l’aire la neu del terreny, en termes que la visibilitat minva sensiblement, el mateix en sentit vertical que en l’horitzontal, i no es pot veure l’estat del cel.']"
torbonada,"['Augment important en la velocitat del vent d’una durada de diversos minuts, que finalitza de forma sobtada, i que acostuma a anar acompanyat de tempesta i xàfecs.']"
